symbol,date,price
AXP,2022/02/25,193.71
BDX,2022/02/25,271.825
BF-B,2022/02/25,66.281
BMY,2022/02/25,68.8
BR,2022/02/25,147.594
CARR,2022/02/25,45.23
CDW,2022/02/25,177.53
CE,2022/02/25,141.28
CHTR,2022/02/25,601.16
CNC,2022/02/25,83.52
CNP,2022/02/25,27.38
COP,2022/02/25,91.27
CTAS,2022/02/25,377.32
CZR,2022/02/25,84.69
DG,2022/02/25,198.99
DPZ,2022/02/25,428.756
DRE,2022/02/25,53.9
DXC,2022/02/25,35.53
EWA,2022/02/25,24.22
EWC,2022/02/25,38.15
EWG,2022/02/25,30.08
EWH,2022/02/25,23.16
EWJ,2022/02/25,63.55
EWL,2022/02/25,48.29
EWQ,2022/02/25,36.66
EWT,2022/02/25,64.07
EWU,2022/02/25,34.22
EWY,2022/02/25,72.66
EWZ,2022/02/25,33.06
FB,2022/02/25,210.48
FTV,2022/02/25,65.49
GOOG,2022/02/25,2690.39
GPC,2022/02/25,122.576
GSG,2022/02/25,20.23
HIG,2022/02/25,70.355
HIGH.L,2022/02/25,5.35
HST,2022/02/25,18.75
HYG,2022/02/25,83.303
IAU,2022/02/25,35.96
ICLN,2022/02/25,19.44
IEAA.L,2022/02/25,5.122
IEF,2022/02/25,110.76
IEFM.L,2022/02/25,749.1
IEMG,2022/02/25,57.93
IEUS,2022/02/25,61.84
IEVL.L,2022/02/25,7.34
IGF,2022/02/25,47.85
INDA,2022/02/25,44.1
IUMO.L,2022/02/25,10.85
IUVL.L,2022/02/25,9.072
IVV,2022/02/25,438.155
IWM,2022/02/25,202.103
IXN,2022/02/25,56.65
JPEA.L,2022/02/25,5.516
JPM,2022/02/25,147.97
KR,2022/02/25,46.46
LQD,2022/02/25,123.227
MCHI,2022/02/25,59.27
MVEU.L,2022/02/25,52.02
OGN,2022/02/25,37.57
PG,2022/02/25,158.24
PPL,2022/02/25,26.229
PRU,2022/02/25,112.8
PYPL,2022/02/25,110.94
RE,2022/02/25,300.597
REET,2022/02/25,28.147
ROL,2022/02/25,32.13
ROST,2022/02/25,92.402
SEGA.L,2022/02/25,105.44
SHY,2022/02/25,84.385
SLV,2022/02/25,22.4
SPMV.L,2022/02/25,77.9
TLT,2022/02/25,136.689
UNH,2022/02/25,474.346
URI,2022/02/25,316.31
V,2022/02/25,219.27
VRSK,2022/02/25,179.234
VXX,2022/02/25,22.95
WRK,2022/02/25,46.24
XLB,2022/02/25,84.024
XLC,2022/02/25,68.356
XLE,2022/02/25,68.227
XLF,2022/02/25,38.948
XLI,2022/02/25,98.802
XLK,2022/02/25,154.066
XLP,2022/02/25,75.567
XLU,2022/02/25,67.132
XLV,2022/02/25,130.542
XLY,2022/02/25,175.92
XOM,2022/02/25,77.84
ABBV,2022/02/28,147.77
ACN,2022/02/28,316.02
AEP,2022/02/28,90.65
AIZ,2022/02/28,169.71
ALLE,2022/02/28,114.101
AMAT,2022/02/28,134.2
AMP,2022/02/28,299.79
AMZN,2022/02/28,3071.26
AVB,2022/02/28,238.59
AVY,2022/02/28,175.52
AXP,2022/02/28,194.54
BDX,2022/02/28,270.39
BF-B,2022/02/28,65.054
BMY,2022/02/28,68.67
BR,2022/02/28,145.563
CARR,2022/02/28,44.88
CDW,2022/02/28,172.46
CE,2022/02/28,139.28
CHTR,2022/02/28,601.78
CNC,2022/02/28,82.62
CNP,2022/02/28,27.35
COP,2022/02/28,94.86
CTAS,2022/02/28,375.32
CZR,2022/02/28,84.19
DG,2022/02/28,198.34
DPZ,2022/02/28,430.98
DRE,2022/02/28,53
DXC,2022/02/28,34.03
EWA,2022/02/28,24.05
EWC,2022/02/28,38.22
EWG,2022/02/28,29.08
EWH,2022/02/28,22.68
EWJ,2022/02/28,62.94
EWL,2022/02/28,47.94
EWQ,2022/02/28,35.33
EWT,2022/02/28,63.92
EWU,2022/02/28,33.49
EWY,2022/02/28,72.41
EWZ,2022/02/28,32.89
FB,2022/02/28,211.03
FTV,2022/02/28,64.75
GOOG,2022/02/28,2697.82
GPC,2022/02/28,121.285
GSG,2022/02/28,20.81
HIG,2022/02/28,69.48
HIGH.L,2022/02/28,5.316
HST,2022/02/28,18.27
HYG,2022/02/28,83.363
IAU,2022/02/28,36.31
ICLN,2022/02/28,20.71
IEAA.L,2022/02/28,5.136
IEF,2022/02/28,112.019
IEFM.L,2022/02/28,745.75
IEMG,2022/02/28,57.23
IEUS,2022/02/28,60.84
IEVL.L,2022/02/28,7.219
IGF,2022/02/28,48.16
INDA,2022/02/28,43.75
IUMO.L,2022/02/28,11.02
IUVL.L,2022/02/28,9.088
IVV,2022/02/28,437.268
IWM,2022/02/28,202.922
IXN,2022/02/28,56.5
JPEA.L,2022/02/28,5.437
JPM,2022/02/28,141.8
KR,2022/02/28,46.8
LQD,2022/02/28,124.544
MCHI,2022/02/28,58.61
MVEU.L,2022/02/28,52.41
OGN,2022/02/28,37.33
PG,2022/02/28,155.89
PPL,2022/02/28,25.971
PRU,2022/02/28,111.66
PYPL,2022/02/28,111.93
RE,2022/02/28,296.521
REET,2022/02/28,27.799
ROL,2022/02/28,32.63
ROST,2022/02/28,91.067
SEGA.L,2022/02/28,105.72
SHY,2022/02/28,84.535
SLV,2022/02/28,22.62
SPMV.L,2022/02/28,77.93
TLT,2022/02/28,139.685
UNH,2022/02/28,474.466
URI,2022/02/28,321.62
V,2022/02/28,216.12
VRSK,2022/02/28,177.038
VXX,2022/02/28,24
WRK,2022/02/28,45.27
XLB,2022/02/28,83.068
XLC,2022/02/28,68.277
XLE,2022/02/28,69.911
XLF,2022/02/28,38.37
XLI,2022/02/28,99.559
XLK,2022/02/28,153.786
XLP,2022/02/28,74.562
XLU,2022/02/28,67.48
XLV,2022/02/28,129.556
XLY,2022/02/28,177.158
XOM,2022/02/28,78.42
ABBV,2022/03/01,147.69
ACN,2022/03/01,311.35
AEP,2022/03/01,90.21
AIZ,2022/03/01,165.12
ALLE,2022/03/01,114.21
AMAT,2022/03/01,129.61
AMP,2022/03/01,279.07
AMZN,2022/03/01,3022.84
AVB,2022/03/01,234.18
AVY,2022/03/01,166.94
AXP,2022/03/01,178.06
BDX,2022/03/01,270.5
BF-B,2022/03/01,64.266
BMY,2022/03/01,68.63
BR,2022/03/01,145.652
CARR,2022/03/01,43.72
CDW,2022/03/01,169.41
CE,2022/03/01,135.66
CHTR,2022/03/01,594.74
CNC,2022/03/01,83.15
CNP,2022/03/01,26.88
COP,2022/03/01,96.96
CTAS,2022/03/01,372.15
CZR,2022/03/01,82.98
DG,2022/03/01,201.05
DPZ,2022/03/01,430.98
DRE,2022/03/01,52.87
DXC,2022/03/01,30.09
EWA,2022/03/01,23.84
EWC,2022/03/01,37.7
EWG,2022/03/01,28.03
EWH,2022/03/01,22.53
EWJ,2022/03/01,62.08
EWL,2022/03/01,47.42
EWQ,2022/03/01,34.03
EWT,2022/03/01,63.62
EWU,2022/03/01,33.01
EWY,2022/03/01,71.49
EWZ,2022/03/01,32.9
FB,2022/03/01,203.49
FTV,2022/03/01,63.36
GOOG,2022/03/01,2683.36
GPC,2022/03/01,119.408
GSG,2022/03/01,22.07
HIG,2022/03/01,66.49
HIGH.L,2022/03/01,5.301
HST,2022/03/01,17.42
HYG,2022/03/01,83.13
IAU,2022/03/01,36.99
ICLN,2022/03/01,20.51
IEAA.L,2022/03/01,5.188
IEF,2022/03/01,113.11
IEFM.L,2022/03/01,724.35
IEMG,2022/03/01,56.41
IEUS,2022/03/01,59.22
IEVL.L,2022/03/01,7.066
IGF,2022/03/01,47.19
INDA,2022/03/01,42.61
IUMO.L,2022/03/01,10.94
IUVL.L,2022/03/01,8.89
IVV,2022/03/01,430.49
IWM,2022/03/01,199.099
IXN,2022/03/01,55.34
JPEA.L,2022/03/01,5.382
JPM,2022/03/01,136.45
KR,2022/03/01,48.35
LQD,2022/03/01,124.97
MCHI,2022/03/01,58.59
MVEU.L,2022/03/01,52.045
OGN,2022/03/01,37.46
PG,2022/03/01,153.31
PPL,2022/03/01,25.256
PRU,2022/03/01,105.78
PYPL,2022/03/01,106.51
RE,2022/03/01,282.471
REET,2022/03/01,27.53
ROL,2022/03/01,33.16
ROST,2022/03/01,89.234
SEGA.L,2022/03/01,107.41
SHY,2022/03/01,84.73
SLV,2022/03/01,23.54
SPMV.L,2022/03/01,77.3
TLT,2022/03/01,141.3
UNH,2022/03/01,474.845
URI,2022/03/01,313.04
V,2022/03/01,208.97
VRSK,2022/03/01,179.055
VXX,2022/03/01,26.67
WRK,2022/03/01,43.39
XLB,2022/03/01,81.155
XLC,2022/03/01,67.419
XLE,2022/03/01,70.615
XLF,2022/03/01,36.956
XLI,2022/03/01,98.074
XLK,2022/03/01,150.712
XLP,2022/03/01,74.124
XLU,2022/03/01,66.894
XLV,2022/03/01,128.838
XLY,2022/03/01,174.472
XOM,2022/03/01,79.17
ABBV,2022/03/02,149.57
ACN,2022/03/02,318.33
AEP,2022/03/02,91.24
AIZ,2022/03/02,168.88
ALLE,2022/03/02,116.94
AMAT,2022/03/02,133.18
AMP,2022/03/02,289.9
AMZN,2022/03/02,3041.05
AVB,2022/03/02,240.68
AVY,2022/03/02,171.99
AXP,2022/03/02,180.31
BDX,2022/03/02,271.626
BF-B,2022/03/02,64.645
BMY,2022/03/02,68.85
BR,2022/03/02,147.524
CARR,2022/03/02,44.91
CDW,2022/03/02,174.02
CE,2022/03/02,143.29
CHTR,2022/03/02,570.99
CNC,2022/03/02,84.68
CNP,2022/03/02,27.72
COP,2022/03/02,98.04
CTAS,2022/03/02,380.99
CZR,2022/03/02,86.16
DG,2022/03/02,205.41
DPZ,2022/03/02,422.045
DRE,2022/03/02,53.29
DXC,2022/03/02,31.61
EWA,2022/03/02,24.61
EWC,2022/03/02,38.58
EWG,2022/03/02,28.24
EWH,2022/03/02,22.36
EWJ,2022/03/02,62.29
EWL,2022/03/02,47.73
EWQ,2022/03/02,34.64
EWT,2022/03/02,64.42
EWU,2022/03/02,33.73
EWY,2022/03/02,71.53
EWZ,2022/03/02,33.98
FB,2022/03/02,208.11
FTV,2022/03/02,64.2
GOOG,2022/03/02,2695.03
GPC,2022/03/02,124.025
GSG,2022/03/02,23.19
HIG,2022/03/02,69.18
HIGH.L,2022/03/02,5.317
HST,2022/03/02,17.92
HYG,2022/03/02,83.33
IAU,2022/03/02,36.61
ICLN,2022/03/02,20.18
IEAA.L,2022/03/02,5.171
IEF,2022/03/02,111.41
IEFM.L,2022/03/02,730.85
IEMG,2022/03/02,56.61
IEUS,2022/03/02,59.87
IEVL.L,2022/03/02,7.104
IGF,2022/03/02,47.85
INDA,2022/03/02,43.29
IUMO.L,2022/03/02,10.965
IUVL.L,2022/03/02,9.135
IVV,2022/03/02,438.344
IWM,2022/03/02,203.84
IXN,2022/03/02,56.46
JPEA.L,2022/03/02,5.385
JPM,2022/03/02,139.28
KR,2022/03/02,49.37
LQD,2022/03/02,123.07
MCHI,2022/03/02,58.16
MVEU.L,2022/03/02,51.87
OGN,2022/03/02,39.36
PG,2022/03/02,153.79
PPL,2022/03/02,25.524
PRU,2022/03/02,109.37
PYPL,2022/03/02,106.61
RE,2022/03/02,291.002
REET,2022/03/02,27.908
ROL,2022/03/02,34.08
ROST,2022/03/02,94.664
SEGA.L,2022/03/02,107.027
SHY,2022/03/02,84.45
SLV,2022/03/02,23.37
SPMV.L,2022/03/02,78.55
TLT,2022/03/02,136.47
UNH,2022/03/02,483.948
URI,2022/03/02,326.31
V,2022/03/02,208.48
VRSK,2022/03/02,181.42
VXX,2022/03/02,24.96
WRK,2022/03/02,43.98
XLB,2022/03/02,82.938
XLC,2022/03/02,67.997
XLE,2022/03/02,72.229
XLF,2022/03/02,37.912
XLI,2022/03/02,100.167
XLK,2022/03/02,153.976
XLP,2022/03/02,74.91
XLU,2022/03/02,67.708
XLV,2022/03/02,130.782
XLY,2022/03/02,178.137
XOM,2022/03/02,80.53
ABBV,2022/03/03,150.41
ACN,2022/03/03,318.95
AEP,2022/03/03,93.98
AIZ,2022/03/03,170.6
ALLE,2022/03/03,117.279
AMAT,2022/03/03,130.64
AMP,2022/03/03,290.4
AMZN,2022/03/03,2957.97
AVB,2022/03/03,243.1
AVY,2022/03/03,171.36
AXP,2022/03/03,179.89
BDX,2022/03/03,271.945
BF-B,2022/03/03,69.223
BMY,2022/03/03,69.11
BR,2022/03/03,145.652
CARR,2022/03/03,45.88
CDW,2022/03/03,174.35
CE,2022/03/03,144.73
CHTR,2022/03/03,561.82
CNC,2022/03/03,84.78
CNP,2022/03/03,28.24
COP,2022/03/03,97.41
CTAS,2022/03/03,378.41
CZR,2022/03/03,83.21
DG,2022/03/03,206.29
DPZ,2022/03/03,401.524
DRE,2022/03/03,54.15
DXC,2022/03/03,31.34
EWA,2022/03/03,24.38
EWC,2022/03/03,38.44
EWG,2022/03/03,27.36
EWH,2022/03/03,22.39
EWJ,2022/03/03,61.98
EWL,2022/03/03,47.06
EWQ,2022/03/03,33.7
EWT,2022/03/03,63.64
EWU,2022/03/03,32.79
EWY,2022/03/03,72.02
EWZ,2022/03/03,34.57
FB,2022/03/03,202.97
FTV,2022/03/03,62.88
GOOG,2022/03/03,2686.16
GPC,2022/03/03,123.83
GSG,2022/03/03,23.23
HIG,2022/03/03,69.27
HIGH.L,2022/03/03,5.297
HST,2022/03/03,17.59
HYG,2022/03/03,83.08
IAU,2022/03/03,36.82
ICLN,2022/03/03,19.57
IEAA.L,2022/03/03,5.171
IEF,2022/03/03,111.89
IEFM.L,2022/03/03,716
IEMG,2022/03/03,55.93
IEUS,2022/03/03,58.1
IEVL.L,2022/03/03,6.943
IGF,2022/03/03,47.57
INDA,2022/03/03,42.49
IUMO.L,2022/03/03,10.945
IUVL.L,2022/03/03,9.089
IVV,2022/03/03,436.241
IWM,2022/03/03,201.424
IXN,2022/03/03,55.69
JPEA.L,2022/03/03,5.322
JPM,2022/03/03,138.29
KR,2022/03/03,55.1
LQD,2022/03/03,123.52
MCHI,2022/03/03,56.63
MVEU.L,2022/03/03,51.23
OGN,2022/03/03,39.02
PG,2022/03/03,154.36
PPL,2022/03/03,25.812
PRU,2022/03/03,109.54
PYPL,2022/03/03,101.34
RE,2022/03/03,287.463
REET,2022/03/03,28.068
ROL,2022/03/03,33.48
ROST,2022/03/03,93.2
SEGA.L,2022/03/03,105.95
SHY,2022/03/03,84.45
SLV,2022/03/03,23.29
SPMV.L,2022/03/03,78.33
TLT,2022/03/03,137.86
UNH,2022/03/03,485.154
URI,2022/03/03,328.64
V,2022/03/03,207.23
VRSK,2022/03/03,182.369
VXX,2022/03/03,25.11
WRK,2022/03/03,44.33
XLB,2022/03/03,83.038
XLC,2022/03/03,67.289
XLE,2022/03/03,72.427
XLF,2022/03/03,37.792
XLI,2022/03/03,100.277
XLK,2022/03/03,152.139
XLP,2022/03/03,75.518
XLU,2022/03/03,68.9
XLV,2022/03/03,131.45
XLY,2022/03/03,174.103
XOM,2022/03/03,81.04
ABBV,2022/03/04,150.56
ACN,2022/03/04,314.16
AEP,2022/03/04,96.33
AIZ,2022/03/04,169.39
ALLE,2022/03/04,116.86
AMAT,2022/03/04,125.74
AMP,2022/03/04,281.49
AMZN,2022/03/04,2912.82
AVB,2022/03/04,247.34
AVY,2022/03/04,167.59
AXP,2022/03/04,172.95
BDX,2022/03/04,274.516
BF-B,2022/03/04,69.801
BMY,2022/03/04,69.36
BR,2022/03/04,146.787
CARR,2022/03/04,45
CDW,2022/03/04,171.57
CE,2022/03/04,141.9
CHTR,2022/03/04,549.93
CNC,2022/03/04,86.05
CNP,2022/03/04,28.99
COP,2022/03/04,100.27
CTAS,2022/03/04,378.95
CZR,2022/03/04,78.8
DG,2022/03/04,210.98
DPZ,2022/03/04,412.532
DRE,2022/03/04,54.91
DXC,2022/03/04,30
EWA,2022/03/04,24.77
EWC,2022/03/04,38.54
EWG,2022/03/04,25.89
EWH,2022/03/04,22.09
EWJ,2022/03/04,61.18
EWL,2022/03/04,45.93
EWQ,2022/03/04,31.93
EWT,2022/03/04,62.47
EWU,2022/03/04,31.41
EWY,2022/03/04,69.99
EWZ,2022/03/04,34.29
FB,2022/03/04,200.06
FTV,2022/03/04,60.6
GOOG,2022/03/04,2642.44
GPC,2022/03/04,122.59
GSG,2022/03/04,24.26
HIG,2022/03/04,67.47
HIGH.L,2022/03/04,5.252
HST,2022/03/04,17.26
HYG,2022/03/04,82.54
IAU,2022/03/04,37.4
ICLN,2022/03/04,19.42
IEAA.L,2022/03/04,5.18
IEF,2022/03/04,113
IEFM.L,2022/03/04,687.05
IEMG,2022/03/04,54.82
IEUS,2022/03/04,55.44
IEVL.L,2022/03/04,6.659
IGF,2022/03/04,47.58
INDA,2022/03/04,41.5
IUMO.L,2022/03/04,10.682
IUVL.L,2022/03/04,8.942
IVV,2022/03/04,432.513
IWM,2022/03/04,198.271
IXN,2022/03/04,54.5
JPEA.L,2022/03/04,5.234
JPM,2022/03/04,134.4
KR,2022/03/04,58.94
LQD,2022/03/04,123.64
MCHI,2022/03/04,55.47
MVEU.L,2022/03/04,50.07
OGN,2022/03/04,38.82
PG,2022/03/04,155.14
PPL,2022/03/04,26.249
PRU,2022/03/04,106.43
PYPL,2022/03/04,99.91
RE,2022/03/04,280.801
REET,2022/03/04,28.098
ROL,2022/03/04,34.01
ROST,2022/03/04,89.124
SEGA.L,2022/03/04,106.5
SHY,2022/03/04,84.54
SLV,2022/03/04,23.64
SPMV.L,2022/03/04,78.035
TLT,2022/03/04,140.24
UNH,2022/03/04,497.179
URI,2022/03/04,316.51
V,2022/03/04,200.29
VRSK,2022/03/04,187.38
VXX,2022/03/04,26.2
WRK,2022/03/04,43.71
XLB,2022/03/04,82.749
XLC,2022/03/04,66.322
XLE,2022/03/04,74.517
XLF,2022/03/04,37.085
XLI,2022/03/04,100.058
XLK,2022/03/04,149.474
XLP,2022/03/04,75.528
XLU,2022/03/04,70.42
XLV,2022/03/04,132.108
XLY,2022/03/04,171.337
XOM,2022/03/04,84.09
ABBV,2022/03/07,149.45
ACN,2022/03/07,305.02
AEP,2022/03/07,97.26
AIZ,2022/03/07,168.25
ALLE,2022/03/07,114.31
AMAT,2022/03/07,119.22
AMP,2022/03/07,264.92
AMZN,2022/03/07,2749.06
AVB,2022/03/07,244.58
AVY,2022/03/07,158.58
AXP,2022/03/07,159.13
BDX,2022/03/07,275.144
BF-B,2022/03/07,67.76
BMY,2022/03/07,68.77
BR,2022/03/07,146.628
CARR,2022/03/07,43.52
CDW,2022/03/07,165.44
CE,2022/03/07,133.62
CHTR,2022/03/07,555.64
CNC,2022/03/07,83.49
CNP,2022/03/07,28.73
COP,2022/03/07,101.27
CTAS,2022/03/07,371.02
CZR,2022/03/07,69.64
DG,2022/03/07,203.72
DPZ,2022/03/07,398.931
DRE,2022/03/07,54.52
DXC,2022/03/07,28.95
EWA,2022/03/07,24.29
EWC,2022/03/07,38.06
EWG,2022/03/07,24.85
EWH,2022/03/07,21.39
EWJ,2022/03/07,59.03
EWL,2022/03/07,44.22
EWQ,2022/03/07,30.81
EWT,2022/03/07,59.36
EWU,2022/03/07,30.78
EWY,2022/03/07,67.11
EWZ,2022/03/07,33.03
FB,2022/03/07,187.47
FTV,2022/03/07,57.78
GOOG,2022/03/07,2529.29
GPC,2022/03/07,118.59
GSG,2022/03/07,24.91
HIG,2022/03/07,65.38
HIGH.L,2022/03/07,5.196
HST,2022/03/07,16.57
HYG,2022/03/07,81.82
IAU,2022/03/07,37.95
ICLN,2022/03/07,19.9
IEAA.L,2022/03/07,5.127
IEF,2022/03/07,112.52
IEFM.L,2022/03/07,683.6
IEMG,2022/03/07,52.76
IEUS,2022/03/07,53.16
IEVL.L,2022/03/07,6.549
IGF,2022/03/07,46.85
INDA,2022/03/07,40.18
IUMO.L,2022/03/07,10.545
IUVL.L,2022/03/07,8.902
IVV,2022/03/07,419.806
IWM,2022/03/07,193.34
IXN,2022/03/07,52.37
JPEA.L,2022/03/07,5.196
JPM,2022/03/07,129.21
KR,2022/03/07,57.82
LQD,2022/03/07,122.14
MCHI,2022/03/07,53.36
MVEU.L,2022/03/07,49.725
OGN,2022/03/07,38.42
PG,2022/03/07,152.84
PPL,2022/03/07,25.951
PRU,2022/03/07,102.05
PYPL,2022/03/07,93.61
RE,2022/03/07,265.827
REET,2022/03/07,27.52
ROL,2022/03/07,33.96
ROST,2022/03/07,84.819
SEGA.L,2022/03/07,106.18
SHY,2022/03/07,84.43
SLV,2022/03/07,23.7
SPMV.L,2022/03/07,77.81
TLT,2022/03/07,139.17
UNH,2022/03/07,485.434
URI,2022/03/07,298.24
V,2022/03/07,190.7
VRSK,2022/03/07,187.181
VXX,2022/03/07,28.49
WRK,2022/03/07,41.51
XLB,2022/03/07,79.88
XLC,2022/03/07,64.117
XLE,2022/03/07,75.617
XLF,2022/03/07,35.73
XLI,2022/03/07,97.376
XLK,2022/03/07,144.004
XLP,2022/03/07,74.154
XLU,2022/03/07,71.334
XLV,2022/03/07,129.805
XLY,2022/03/07,162.94
XOM,2022/03/07,87.12
ABBV,2022/03/08,147.15
ACN,2022/03/08,301.62
AEP,2022/03/08,95.25
AIZ,2022/03/08,166.19
ALLE,2022/03/08,111.022
AMAT,2022/03/08,124.15
AMP,2022/03/08,261.39
AMZN,2022/03/08,2720.29
AVB,2022/03/08,239.95
AVY,2022/03/08,158.92
AXP,2022/03/08,160.05
BDX,2022/03/08,264.26
BF-B,2022/03/08,64.05
BMY,2022/03/08,67.74
BR,2022/03/08,144.438
CARR,2022/03/08,43.58
CDW,2022/03/08,164.78
CE,2022/03/08,133.9
CHTR,2022/03/08,551.43
CNC,2022/03/08,81.57
CNP,2022/03/08,28.54
COP,2022/03/08,98.8
CTAS,2022/03/08,367.51
CZR,2022/03/08,70.24
DG,2022/03/08,199.26
DPZ,2022/03/08,392.031
DRE,2022/03/08,53.65
DXC,2022/03/08,30.86
EWA,2022/03/08,23.91
EWC,2022/03/08,37.69
EWG,2022/03/08,25.67
EWH,2022/03/08,21.46
EWJ,2022/03/08,58.18
EWL,2022/03/08,44.43
EWQ,2022/03/08,31.63
EWT,2022/03/08,59.72
EWU,2022/03/08,31.17
EWY,2022/03/08,67.58
EWZ,2022/03/08,33.24
FB,2022/03/08,190.29
FTV,2022/03/08,56.29
GOOG,2022/03/08,2545.57
GPC,2022/03/08,119.76
GSG,2022/03/08,25.85
HIG,2022/03/08,65.92
HIGH.L,2022/03/08,5.192
HST,2022/03/08,17.44
HYG,2022/03/08,81.53
IAU,2022/03/08,38.98
ICLN,2022/03/08,21.27
IEAA.L,2022/03/08,5.106
IEF,2022/03/08,111.79
IEFM.L,2022/03/08,678.35
IEMG,2022/03/08,52.96
IEUS,2022/03/08,55.11
IEVL.L,2022/03/08,6.587
IGF,2022/03/08,46.87
INDA,2022/03/08,40.92
IUMO.L,2022/03/08,10.25
IUVL.L,2022/03/08,8.725
IVV,2022/03/08,416.676
IWM,2022/03/08,194.408
IXN,2022/03/08,52.34
JPEA.L,2022/03/08,5.195
JPM,2022/03/08,128.3
KR,2022/03/08,55.71
LQD,2022/03/08,121.41
MCHI,2022/03/08,52.71
MVEU.L,2022/03/08,48.725
OGN,2022/03/08,36.65
PG,2022/03/08,146.79
PPL,2022/03/08,26.09
PRU,2022/03/08,103.7
PYPL,2022/03/08,94.9
RE,2022/03/08,265.836
REET,2022/03/08,27.49
ROL,2022/03/08,32.57
ROST,2022/03/08,85.557
SEGA.L,2022/03/08,105.96
SHY,2022/03/08,84.32
SLV,2022/03/08,24.45
SPMV.L,2022/03/08,76.16
TLT,2022/03/08,137.77
UNH,2022/03/08,472.063
URI,2022/03/08,310.68
V,2022/03/08,191.71
VRSK,2022/03/08,184.715
VXX,2022/03/08,28.15
WRK,2022/03/08,40.78
XLB,2022/03/08,79.471
XLC,2022/03/08,63.958
XLE,2022/03/08,76.805
XLF,2022/03/08,35.521
XLI,2022/03/08,96.778
XLK,2022/03/08,143.306
XLP,2022/03/08,72.153
XLU,2022/03/08,70.231
XLV,2022/03/08,127.153
XLY,2022/03/08,163.279
XOM,2022/03/08,87.78
ABBV,2022/03/09,148.84
ACN,2022/03/09,309.42
AEP,2022/03/09,95.01
AIZ,2022/03/09,168.77
ALLE,2022/03/09,114.12
AMAT,2022/03/09,128.62
AMP,2022/03/09,274.52
AMZN,2022/03/09,2785.58
AVB,2022/03/09,244.46
AVY,2022/03/09,165.8
AXP,2022/03/09,168.65
BDX,2022/03/09,264.84
BF-B,2022/03/09,64.24
BMY,2022/03/09,68.13
BR,2022/03/09,146.419
CARR,2022/03/09,44.59
CDW,2022/03/09,171
CE,2022/03/09,138.61
CHTR,2022/03/09,557.75
CNC,2022/03/09,82.85
CNP,2022/03/09,28.38
COP,2022/03/09,96.21
CTAS,2022/03/09,374.16
CZR,2022/03/09,77.59
DG,2022/03/09,207.22
DPZ,2022/03/09,396.059
DRE,2022/03/09,54.37
DXC,2022/03/09,29.98
EWA,2022/03/09,24.42
EWC,2022/03/09,38.45
EWG,2022/03/09,27.69
EWH,2022/03/09,21.39
EWJ,2022/03/09,59.75
EWL,2022/03/09,46.42
EWQ,2022/03/09,33.78
EWT,2022/03/09,61.24
EWU,2022/03/09,32.14
EWY,2022/03/09,70.25
EWZ,2022/03/09,34.14
FB,2022/03/09,198.5
FTV,2022/03/09,58.49
GOOG,2022/03/09,2677.32
GPC,2022/03/09,121.51
GSG,2022/03/09,23.08
HIG,2022/03/09,67.89
HIGH.L,2022/03/09,5.252
HST,2022/03/09,18.07
HYG,2022/03/09,82.21
IAU,2022/03/09,37.84
ICLN,2022/03/09,21.33
IEAA.L,2022/03/09,5.119
IEF,2022/03/09,111.1
IEFM.L,2022/03/09,717.1
IEMG,2022/03/09,54.48
IEUS,2022/03/09,57.83
IEVL.L,2022/03/09,6.9
IGF,2022/03/09,47.85
INDA,2022/03/09,42.61
IUMO.L,2022/03/09,10.6
IUVL.L,2022/03/09,8.892
IVV,2022/03/09,427.889
IWM,2022/03/09,199.887
IXN,2022/03/09,54.5
JPEA.L,2022/03/09,5.289
JPM,2022/03/09,133.44
KR,2022/03/09,55.34
LQD,2022/03/09,121.62
MCHI,2022/03/09,53.74
MVEU.L,2022/03/09,50.6
OGN,2022/03/09,36.46
PG,2022/03/09,148.77
PPL,2022/03/09,26.69
PRU,2022/03/09,106.89
PYPL,2022/03/09,100.22
RE,2022/03/09,273.91
REET,2022/03/09,28.018
ROL,2022/03/09,32.72
ROST,2022/03/09,88.257
SEGA.L,2022/03/09,106.08
SHY,2022/03/09,84.27
SLV,2022/03/09,23.8
SPMV.L,2022/03/09,77.045
TLT,2022/03/09,136.42
UNH,2022/03/09,484.137
URI,2022/03/09,315.79
V,2022/03/09,199.76
VRSK,2022/03/09,186.951
VXX,2022/03/09,27.03
WRK,2022/03/09,42.49
XLB,2022/03/09,81.932
XLC,2022/03/09,65.873
XLE,2022/03/09,74.458
XLF,2022/03/09,36.826
XLI,2022/03/09,98.533
XLK,2022/03/09,148.975
XLP,2022/03/09,72.641
XLU,2022/03/09,69.735
XLV,2022/03/09,129.556
XLY,2022/03/09,168.531
XOM,2022/03/09,82.79
ABBV,2022/03/10,149.17
ACN,2022/03/10,309.52
AEP,2022/03/10,95.99
AIZ,2022/03/10,169.4
ALLE,2022/03/10,112.486
AMAT,2022/03/10,124.97
AMP,2022/03/10,272.54
AMZN,2022/03/10,2936.35
AVB,2022/03/10,244.02
AVY,2022/03/10,163.65
AXP,2022/03/10,169.6
BDX,2022/03/10,257.72
BF-B,2022/03/10,63.56
BMY,2022/03/10,68.42
BR,2022/03/10,145.015
CARR,2022/03/10,43.81
CDW,2022/03/10,170.12
CE,2022/03/10,138.58
CHTR,2022/03/10,562.13
CNC,2022/03/10,84.44
